legacy_url,new_url,status
"https://pcm.me/","https://pcm.me/ar",301
"https://pcm.me/about","https://pcm.me/ar/about",301
"https://pcm.me/privacy-policy","https://pcm.me/ar/privacy-policy",301
"https://pcm.me/vacancies/egypt","https://pcm.me/ar/jobs/egypt",301
"https://pcm.me/vacancies/ksa-to-ksa","https://pcm.me/ar/jobs/ksa",301
"https://pcm.me/glaxosmithkline","https://pcm.me/ar/companies/glaxosmithkline",301
